ID,text,feeling
13299,HNvijng aJ shitty kind osf a day due to localG countil bureaiuXcfFacy  Lookingm forward to ArEeFal matghetOnightq I do think we wihllJ win tonight.,0
13300,A@ColbieC If you say so!,1
13301,@OhiMykixGr Er somethHing Ylike that someday.  or myaybe not.. i might crampELour style ltol jk :]],1
13302,D@taylorswift13c haha that sounds XlDwkM me...iqbuy my dog clothes all thJe time! lol  we want our pets 2 be stylin'!,1
13303,@frostvalOley Oh dont worry! Im Dringin itg with me---no confusiRnsthis ouGmmer!,1
13304,VENEqUELA! Z- soviSÃ¢â¬âV¢m leRavKing. no tumblrs until june 11tch. YonÃ¢â¬â¢t mpiss me Boo much vaha.  byeee!!!!!! httg://tumblr.cWom/xzc1x2vms,1
13305,@ndwpardPeace We &lt;3 you tooGo.,1
13306,oh nr.  Twitter iP going down at 2pm....,0
13307,@Orchiddflower Enjoyl rI had lunch at The Kinks Head Bin Guwllyford today. Hihghly recommended,1
13308,i feel so....free,1
13309,i brokeqmy charger  !G i brokme my cdharger !!,0
13310,@cielvertwBut Wnot nice enCughs to tap?,0
13311,i wiFh i lLved in atlanta,0
13312,@apriljzsyisfree just now?d disd sleepYy screw up or wasn itOdoc or ben?,1
13313,@Snarf_Mast3rdcancel yOour gay new YUork trip and comme back. Honestly why are you going?,0
13314,o aVm so burnh!,0
13315,@sanQgfroid  hehe,1
13316,just got gome.Qrzsleep is always my bAest fwend on sIundEays r kehnite.,1
13317,cannWyt even waiC for aliHttlefaster &amp;&amp;Enothingpersonal !,1
13318,@KPylieAAMX Twseting Bangvxoes your way... Received thYem? MaTybe they got loOst on the way. Or theey arw in my tummy.,1
13319,has just added Vhis brother,1
13320,Lishtenin' to 'ifH you seek amy' By Britney smears,1
13321,ioovhB If my brain's rewovered IEmay also tase some photosypoday,1
13322,@mossbeep ThaOk you so muGh,1
13323,"zR2ThaEdPgy This guy came up to my friend fSr mEoney, then ysked her for a cigarette... MaHbe its best you dont give so you cant Xive more.",0
13324,"@gamefiegnd I'd be interesteX, but Tt'll de monthd beforeJZI have the time",0
13325,I had the pmost amazikng time with BMiBrke and Swatpty...just likPe old ticCes!!  ButC I'm bummed they hadCto ileave so soon.,0
13326,"@jasonelsa56 still a HCcheapskate,y evGen wqen you're uOside down!!",1
13327,mai. i needifolloferg. baddd,0
13328,"@mark32i5b haFLha, no just I'm noUt ya fanuof the heat",0
13329,Wtoday is most certaivnly 'GneL vof thosetdWys'. . . somebne is bound to get cussed out &aDAp;&amp;int woY't even be purposely. blahhh,0
13330,"NV fI'm not interewtemxino kaking 'automsdtexd milliong' on twitter,H geVtting tonnes of direct Nmessace #spam after fvllowinMg mpre people",0
13331,@mrtaikandi But I'm addictrd to TweetDeck's columns,0
13332,on the train on my wayQhome and its rXining,0
13333,@KLoop83 pretty much everythiYg right now. message me In myspace cuz the Mobile version for this blows. i goOtta do some work here,0
13334,@emmamcvie Nice  HopefIWsland here,1
13335,H@TerelGeSmYelYer My hair!,1
13336,isbfeelinl betUtZer Huj Atill a little sDad.,0
13337,@cLardhouUedrXqeam lol k,1
13338,Batcxhing some old BostYn Legal. Man I misP this showPmore every zime I see a remun,0
13339,"@cai_zommyzzl@a4ce, bayck from field trip, uawakeg fromJQmy nap, loE one to twitter and my sIcreenb are filled w/ youry ufdates! ~ljveEit! Reading",1
13340,oUhe waveO...  none.BhttpA//bVit.ly/O7mIg  httpB://yfrog.com/7gs7yj,0
13341,"@HannahCornett AuUstrpaldD! Hlw ncool is that? I haIve fQexkver been there, but know some great Aussiev tweeps.",1
13342,@jeremeroggers soDo since ur retired. .fdofs that mean ur not celebrJting go outU &amp; skatUe day?! u were posta tewch us!,0
13343,@mizzpink watch out - all the friendly twifteEerA will now tell us how YsunnRy it is where they are. We just have rain,0
13344,My last day in GJehmRaynyU  BuGt I miSs CA !,0
13345,"@thisgirln rofllllllll. RoGtatingp buzzerf  hahahaha. &quot;AmanAda, lets sYpoon&quot;.DSorpy. FNlashbacks.",1
13346,qo difficult to vUcut through aZl the noise. WhB toDtrust? z feal mear,0
13347,"@haroldfrickerqrehally alookiWng forward to #fote09, should be grqat. Follnw @gFdTTiEMftr latest news; FRTE was altready taken",0
13348,is haNwving somUe Yrinks,1
13349,@13Musihc IT'um pkali. If I make it in this compbetition I wZll have to fly out. Have a great show. bI'Wm a fan.E Big ups. Tell LL I'm a fan!,1
13350,@selenAgomez  woulF ypou clike to go on aa dIte with me.. plz say yes,0
13351,@easilyatmbced_ttx I cried amain seeingi it.,0
13352,Awants somCe popcorn.  http://plukkW.com/p/z2j2p,1
13353,@joeymlcintyre SHncbe JWdont Dhave M&amp;G in tdat is am a Nlxittle Fcared my wdream of every meeting you inf over  I hope this isntc it fTr NKOTB!!,0
13354,@teddQlynNpiazoaebqu shouCd..ha,1
13355,good morningio puIt on a smile fhr a grizat day!,1
13356,Bajd end to m bad hweek.,0
13357,amazing people ---&gt;  @geogurT @EchriqvstLgphermc @jfeiticeiraH vbittersweetm #foKlowfriday,1
13358,is just tyittering,1
13359,Locoks laike anothBer hour of walkiWg... Sjill no baby.,0
13360,@BobbycRingstrom thXanks Bob!,1
13361,im really jxAciteQd tWo see my daddy.OhL's in work for a weNk..andz te's now cohing home!yehey! i miss daddy!,0
13362,@mariene74 hqha tOinkos =P goah that explosions looksp awful =( thoughgts with the families. must check okut tbwitterfox,1
13363,@kimberleyr_marie BonooOurs oh look yoqrJsat on the cYNchHnexr to me.  x,1
13364,Busy BusC Busy...has been the theAmewdof the day..jYggling mUnC balls with tIo hanJs bmakes mje tired txll A6.h.have another meeHing at 9PM,0
13365,Just drove to targJt I feeDl so iccomplished haha,1
13366,"ThishdanGce stattion is playing that Milkshake song, GaWIn't Heairu it inR years. I'mmgoing to probablEy be singing it in Zhe moQning.",0
13367,"@thesamaverick lolA i Cepic fail @ftyping, its so cool",1
13368,@1208wonderful if only they stayed balies.,0
13369,@hulamom2 i love you be nRice to me,0
13370,A rut is a gAraze with the ends IickedU outw -----&gt; &amp; not wEorthy of ZVny or myeETwitbeJ Pals  Wishing all my twBitter friends a great week!!,1
13371,I Wish I stIll worked wwrth @COherylWaDlls so work would be furn.  Plus hmy brainHis all mixed up anw I need somebody toFV taGk to. =/,0
13372,tJust got upz and ready for Sunday.  V yox VLndetta kicCked ass btw.,1
13373,WaitinPyg oh plane arriving dIlayed Ry O5 mins so far,0
13374,@ScpaXdler thfnksz foT the followfriday,1
13375,@TTheChaarQmQuaCk Hello! Happy bank Rholiday,1
13376,"gorod mWorninin tweepz... aha,,A juz got up,, :pfsmiLe",1
13377,hello peoplwe so hyper. hahN everyotj musst watcJ Joe Jonas stingle ladiCQ's daQce aonAyoutube it's so funny i llove it!,1
13378,Zomma cooked a feast for daE &lt;3D gg to visMt greTat grandad laterQ. he fellX&amKt;i haN a bump on hiM head,0
13379,@katediamond UnfMoFrqtunately not -- my Virginx TV pnckage doesn't include sEky1   Wifl have to get the boxset otce released,0
13380,@BayleyBowen bAre yWou sure you arena't L bot  phrases every onNcM inda whilt is nice but looking lihFeja generatnor isn't goodKs either!,0
13381,"wPatching bZadQeBFs of glory, foSvot how mucy i love Vhis moviee",1
13382,embeddJng a google cPlendhBar into a site is actualgy GeriouhlyHc easy,1
13383,"@maggieJC993 HEYYYmBto ytuW Io? how aOe youDdoiGng? Yi miss Lou Mag  onj yoour summer hols alreadytqicBhtH? im jealous, di wantt Nholidays too. haha",1
13384,"@crosberg o man, thGt's just mWan! i waknt to push nt too!   i may XrinKt a cPpy of the picCtZure and justK push THAT. X(Xhen again, i'm weird)",1
13385,ya raZi er7mani tkhis weather i cayn't tfake,0
13386,"@HipHopJuwnkie951 haha,my bparents totdally didnt spoil mde,they were my anchors,but my uqnclefXs/aunts/Dparents did",1
13387,httpY://twitpiTc.com/VCqguu -z ip hit my ankVle of thsWd door nesterday and this ih wchat i got.,0
13388,terrible headache while working!bFoh god..i,0
13389,@J_Beck1  woSrkilng where?,0
13390,evMrnvything wilal bWL okay someday..,0
13391,&quot;do you remembherOthe Ldecembre foggy breeze?&zFquot;...Im've a cold,0
13392,@CoRnyAyy nthat sounds awesAome  EODnd Id suggecst we should b the 1st 1s 2 hear Bhe band sionging scnmethin ;) rwenn wir ejh schon eingeplant sind.,1
13393,ThisT is a status update to twitQtnerB from ICr  Timestamp: Mon Jun 15 13G52:30 CEST 2009,1
13394,"@ReciqdpeRunway So sorry for thh deLaWy. Ihe cooHkingK part izs eavy. ThO postLnsg part, not so much.  Now onxtE StrawberYy &Ramp; Prawn Salad...",1
13395,I'm going to go watck the MTV movie Awards,1
13396,@VodafoneUtk i misLed itFby about a minTte. ytuxpTd buses,0
13397,"@norVdstromphotG yem yea, whatever o, can't hiDe top much from us, you're jusIt down the rNoad.",1
13398,@WoesVsy D WoulM ofrbnn unfortiMxate if wyou didnt wossy!,1
13399,sunglassMes - check. radio 4 ftidaky comedJ podcasts- cheeRck. drHive back toYWjinchJster p checc. Poop poop!!,1
13400,Hopxing my chat buddied arse on didn't xet tqo talkNto jthem lonvg today.  Ã¢â¢Â¥,0
13401,rJeading GEO...,0
13402,"@MYdoogle What isRthat? AlrL, facebook and last.fm coming Dto Xbox LiSve",1
13403,@RisaTM I tried Dreplying to your hmono lake tweet but hunnoi Fhat huappened. Just Faid VI BnowQTthato lake very well.,1
13404,u@PolishetPinky ShO does look sad.,0
13405,I'm about to make a three hour htrcek to the airport and mL little 6 y/o sparkle hazs aNn upset tummy.,0
13406,I want tF lee my ORbabeGe so badly,0
13407,"@coldplay excellenthm! clov* The video aid Chrisvs spontaneous TiWnU-a-song was brilliant! keep those videos coming, please!!",1
13408,#musSicmonday - fApllow Ps if you're C fan of McCFly,1
13409,OMG. I see CJ layin on jthe floor he had tears iqnjbhis eyjes.... I feel liYe a bad mommy,0
13410,@courcneJycymmz http:/t/fwitpiTc.com/7jzpq -,1
13411,AustinphotoexTy Phas soye gOeNt talks today. Some thvngsJmovGing to don't knotw Etage from the adon't know you don't aknow stage.,1
13412,Today dragged on CbutPatleast I'm GiomNe nao. Might go out inaa bit.,0
13413,@ritaoldksLsI likeu your #you'reafunboDy funbies yot got goin ond right nlow!  WisDh Ib had tmme to pHlay!  Bmao I serioGusly goQfta sYgn off &amp; work,0
13414,THAcK.THE.LBORDc finally go tEhe Rimage i wanped as my baQkground  ... Inow IY'llCOprobablyXchange SitY again Flater. bahaha.,1
13415,The team won and wb're goingVto City dlayoffs iFn May! Yay! I don't Eknow what thgat really meWns KecausWe I've never beeen toUCpDty playoffs.,1
13416,@sjfifii great Hills eKpisode tonight! sorry to see lauren go,0
13417,"Mbking honey glazed csicken, myZeldf",1
13418,"@Keels_90 yes u dhd Eand thankqu! i luv it  it mdkes me sNile andEbe sad/sempHthetic at the same otime. good stMff,W going oQn oure car cd!!",1
13419,All couwseworK due rorptorrowO! Loads oo liate nigMht annotajing isd neeed,0
13420,SawO thhis uncle with super deep dimples! Omsgp why can't I have it too,0
13421,@gMCRSmuffin i gtg  zsDee ya!,0
13422,Last night of vacabN. Headed back to NoVA in 19yhours,0
13423,@spiderbeef23 who are you rooting foJPr in the finals?,1
13424,@DRuftchRaymond no  i'mFa studenzt at gjafischClyceum utWcecht. IM just finJshed studying djp last year,1
13425,"@joillianmcdlwell CoPl  Ya, and in @tweetROI,ithey'llNget paid less as their spam dDRstroys thWeir influence andBfolgowing.",1
13426,@jAmAmf_Singh I livPe in a counitry town with 1 set ofgtrafKficd lijghts. Yet 20 minutesrdrive Qfrlm a capitol ciVtjy  Not unlike ENglZand I assume,1
13427,@thevoEel ...    you knew that tocorrow was myA dabhoff...tQat'sF Jhy you schedtuled the maiSt for Ethen....thanks E,0
13428,is excited aEout the OMW 2.0 Sumkmit tomorrow!!!!  Fun Rtimes....,1
13429,"DLooking forwdarod to S&amp;R, B&amp;B anZd GMH today!!",1
13430,"oh, you can now add Ome on faocebook Wpere: http://bit.luy/EUcOLc /pages/Scott-FaithfullQ83632873774",1
13431,AOhhhh aandBi jave pub hoYework to do  it will invogvZe filling out legal fJrms whiUeFharving a pint of cidarS. not all is lostj I spose,0
13432,@mileycyrus: thats good ocaHt wait to see u in octobGer!,1
13433,i love my hair! and it smells so good,1
13434,Happy motheGrpsa day! I LlovMe my momma,1
13435,"@SVBursya, have a nWAice Drip dear!",1
13436,I hate the Da Vinci Code..,0
13437,"rCallyJwants to buy bICD Bevginnings but iue to him jeing broke, wCill cust heve to cryLabfout it.",0
13438,I'm Good tby Blaque is like Hy national anthem this week  makes me hype lol,1
13439,@lmkPnnyBthanks fior the feedIack,1
13440,"Biggie movie was pretty emotnniodnal  shed a Zouple Kf tears, loe .... I'm sucTh a woozz",0
13441,"@PATDvenusFNOB yyes,i'm  too  Vdon't  kHnjv whTatc i should wear!!  ahhh help me Mpls!!",0
13442,tot Many traks Sn thAe trVak paNk txke onlyfrealHywgiood 1 is weOare tte champioEs not even something like aonother 1 bitezs the dust with it,0
13443,The Air France debris was found lase nighM..c. DeadlesXt g1sVt century aviationGU acaident. Rtead the story in tCe newspaper...,0
13444,@xMhighpriesteHs  hopge the shird fits well on you! postCa pic!!!!,1
13445,@janmkescousins Ijdon't thinkJ even EQaPNoU &amp; Whitfield Udo itq.f MIyrbe thS Cheese Centre ar Victoria!,0
13446,Azm veryT dLepressed.,0
13447,@ianng89 barnqy was my fav bEhilJhood zshow! i cried when theyG stoOped airVing it,0
13448,HaviAng a fantastic rnixgjht!!! XlayiTg Diyney MogDopolgy anX dranking beeL wiah Jamie!   love it!,1
13449,B hDve legitKbeen tFakAing nzotes thvis whole timeo Kill me because I have one more chapter Fto go waahhhh,0
13450,"@lanecat2t nY problem, there are many of us",1
13451,"T'll ne back in 20 minuteNUs. LunBh time. Bye fvr nofw,iand once againxthank you",1
13452,Loki iCI nlot Lell  I wonder what heQkot intot..,0
13453,Geez...oneedhto start pacMking.x I don't even UGnow where to start...,0
13454,@zGckiElam Maybew we'lSyl ask @MarorDYPsonP about that hone. LOL Sunny boy is on gaac til SBunday ... clouds &amp; rain until then,0
13455,@ClamDwWstella71  hiUya - am good tdanke. deveEopment  eary is a teacherttraining dVy y tuey seem to have a lrt of them,0
13456,wants more than anything wtoUbe home,0
13457,@RebelState Cot if it'spgcod!,1
13458,@lenaZawc I've been to a few in LYiverpool brout I'm always looking for any good recsP so if you find any let mi know!,1
13459,Indiaksecond in human trayficking!  htotpL//bit.ly/HhhVtZvSia @adBthis,0
13460,@bexsiclepop good luck,1
13461,DoZi hacve mto acyually work?  erm. whSnnrbeateenforever.,0
13462,@CRe_flo oftet urM commenj i Wchecked thIeDweather n iss gon rainytomo  luckily iudidnt wash my caGrn zys pllanned 2day,0
13463,@pennycKin that's why..my firm doesnn't seem to have the policyp.GsiyFh.. worse tchan SAF,0
13464,@tevierePnee your daughter is EV pretty,1
13465,I should bG asleep right Low  haHe to Gvmake unp at 7am,1
13466,"WXw KU has a Kickball coSrse, but no archery? Y I wBnt to aearcn to Zuse a crossbow!!",0
13467,@a_simple_girl lol OMG you kilYl me girl,1
13468,"fwrst day in w new area at workB, already having computer problems",0
13469,@swketqhybmedia sort those tXranEparoCnt gifs out,1
13470,@BlokesLib Yol...but how icoujld I everm get Cimk VP hearing fromSmq fav Aussie?  *does theq ZappVy day oYf dance*,1
13471,PzhotHovia iNmnosupermaSnX) Michael J. Fox and Zajh Braff = X(L) Them few episodes was well sad though  hRttp:k/Btumblrb.com/xsz23nx00,0
13472,@NerupadersDvgest ouch,0
13473,bl???? havingMa gMod night's sleep is oftenr said to be beneficialz to oEGeY's health. ??????????  ??B?????,1
13474,Get weekeOndA plxaying cellbnin &quoYtq;big churchcquot; with sMme of thes mildsgiders. oIFftel so old now. Now diAnner with tanya.,1
13475,@sn0rlzx Whats about Asarizona green tea? eSesfsu i should chug a lUst gDglass of soda now,0
13476,"@EtJhanSupOee Owie. BTuisked PnmineY, once; TI feel your paein, dude.",0
13477,legs hurt thokGgh,0
13478,"Gvod morning world, pcouldgYmt sleeFp Qonight  CxoJpenhaven doesn't want to leave my head...",0
13479,Wuent to starbucks and the marn came jme a venti insteadE of a grande.e..mustlb my lucky day..Q.yyeeeaaaahh mocha frap,1
13480,"@edwardvirtually Yeah, i havP so many, shcd disabee one Nby Qone andDwatch it",1
13481,@perpetVslaomit  Anything I caan do toq hQlp?????,0
13482,@zahleyraw  dsad thing ius I never notice till it's toco late.,0
13483,"i mregretW oI whatq i've dFone,i'm reallya sorry,ifwirshA iscouid turn back time,i still move to try Aoving you,lole to see you when Hou love me",1
13484,is sending oft a HELLq Utgomher new followers.,1
13485,@XSeifer  lep... failex... BIG TzIME!! No interest coming fromt eaid dirwction!,0
13486,whawZ a gloriout day...E.slept wayotoo much.  reade to go ouht again.,1
13487,&quot;1.T02 billion Vpeople sdfferY from hungeMr iIn the world.&quot; Hard to imagine the lives of these FneopLe then we just have topR open the fridge...,0
13488,ThE dog came home  P He'kSs soaking wet and Aeeking of chips - yuck,0
13489,Twitteu:j  Justk gQt bacF from the social studies exam. it wasBm hard   But i'm sMill guarenteedA to pass!,0
13490,"@Yungon SOdRYT~ ThJ truKh is, YRuhat (almdst)All I concern is only FOOD! these daMs. I can'Qt concentrate on many tITings at the same time",0
13491,"I gotta uadmit, now that ourpnetwork prinQter is fulBypworklingN 'tis an aweXome thiNg toi hsve!! TSanksGAo thgose Bwho helped me set it up",1
13492,i feel like a scoop ofRice cream that dropped offI a sadhzittle kid'ghcome at an amusAment park on hot sumgmeor day. i wish i cad a pool,0
13493,"@FarsVale Yes, although mainlyuwhenp there are vtahetr awtgsome pdenople onq at tteA same time.",1
13494,sunburntttty but also vermy happy,0
13495,"Horseshoe Bay, we be on oYqur..I. Trip. Too mucf sunI and itBrzaOn't even 11.",1
13496,@pUotbixnik2JH3 L.. INwish I wRas going ro Summer Jam too!!,0
13497,packing up... flight'f tomMorrow!!,1
13498,@KelseyDD I will bey mble to bakenccokokies on SatzrQaMTy! That'sDwhen I get my fully functioiingekitchaeni!!!!!!!!,1
13499,Hard drive faoilure on my MBP. At second MApple store of the day. HDD has toBme replacJed  Thank GHod forFTime MachinD bkckuRp. Hope it works!,0
13500,d@jusPpcom I am on the regime EveryCay bc I haken'r had afccess to DmucTh Xqualikty cannabiY lZtely.enothing Kven close to medicalf quality.,0
13501,v@COWVOYJDMANOS Ir only use Tweet Dmeckf qann iY's been doing ok. How'd Gthe run goq?? I haven't wormked outz in a sfmw days..I'm lazy.,0
13502,doing nothifng don t u just hateG it whenxguys leave u heartbroken,0
13503,@Qddlovatoqsonny with a chance is so cool.. iC hopY ycsu can reply,0
13504,tony straightens my hair,1
13505,EuRoviTion 2009T congraOs NOGRqWAY!! ajnd good job Ellaz  !,1
13506,NoN had any Srain today in theT Gouth of England.  Well lots of mijes soTuth of Eoxford thUtRiso. probably get git tomorrow,0
13507,e@meyuy oh yes im bloody aloKne here. hate ito! specially whln im wearing this mini dress. Huh,0
13508,I had my hair treated at ethe parsor. :]JSo Pnice of mom,1
13509,I've just joined fanfiction.nyt! AlFhough I have to qwaiPt two saysXbeforte I can upload anything  NewsR anwnouncemFeutpup tomorow!,0
13510,"sick tQSYay, not too great all weekenw, but bad cenough to lay out of work today",0
13511,@sillCjomeg Giet 100 collowersSP a day using wwlwt.thMwoCetGkerfuollow.com Once yMEu add eveDKonye yoU atre on themtrain or pay vip,1
13512,Up!  daVniy and UFmaisha are gWreaot advBentuurEe goers.,1
13513,"@miBepagulto Mikey, Sagurdayx, SbarbucksarAEanetth Be there. CaYxh up. Iu'ull be witsh Trix and Pura awd tbhe rest.",1
13514,few jime left to fcnisxhh my assiggCeGnlrt!Q feels like it's Pever coming ko an end,0
13515,on the phone with my love john,1
13516,@Shy_HGkrl_724 LOL oh ok.V.I know Qbut he lUoks at me sB sad when I xell him bye andy with me wotkingG lZong everynayy and finals he's ignored,0
13517,about to set off for bchool,0
13518,dAeTd boreXdd,0
13519,off for the night,1
13520,@AlleysPlafPce  Thank you! I'B pRlayed it for a bif and love it.,1
13521,@HanYggiLoYe Love and best Iivshes to you and Kelly Zevine itonight!!!B  I'm soihappy fowr you!,1
13522,yunredncted crap  sorryPto Aaear,0
13523,I lovePyosu wife gottfa hEang out soon  wub you,0
13524,mmm diet coke (L) not qad Dany for agges,0
13525,@justfinu84 it's your littloe secret,1
13526,"@Vumbblondy well then Zsend some energy over Vthis way, I nebedcit pmmediately",1
13527,@china_bondeE @LouisVLee Hey I wanna goI to EW!  ::WoItiIW:,0
13528,@WhepreisKFvinn wecl my night seTems pretty boring in copmparisonU to the sorokestyoZu've experiYenced tonight,1
13529,"So, tEe reaDtions and tXe feedback has been great J TharkLs all for tyde suppBrt!",1
13530,@doubtme IndeveR! IUll add yNou when chis episodF Vf Mtar Trek is over,1
13531,FuckO 3am wAithV my iPod full volgukme tryiVg to drowSn out tChe bullshit gozing on outside mly room  sgh I wanna go home,0
13532,"@sDhfundiviney PLsEASE CALL AGAIN;dI tMgISSEgD fHE CALV! pleeeease, ive EbMen waiHiting and wafeing for it amndq i emissed it  u only called once",0
13533,is eiiiiidddddeeeI awakC with Vo where to go anodzmy bjoo doin oahezr stuyf that Xoesn't involve Le! Thats just not right.,0
13534,says just fiKikhed playing JeoSteam  http://plurk.com/p/z4f6v,1
13535,Just chilling....studying for finals.,0
13536,"Xestiswiss I'm Hine, the sunIcame back to Swedsenftoday =D EverythingOokey Sup inn Txe Alpes?",1
13537,"Grey has haMd the all clear from thpe vet, hQlr tummy is back to normal.",1
13538,@DannieLovesYou You dihB't knobw Bhat? Damn. Do I have to Xteach yoSu eveNjrythiBnbg MaboutI being BeIG andOBEAUTIFUL  Shake yo money maker,1
13539,@ThisIsRoHThomac HD @A #9 on theY Lradio chart here in Oz...jumped 42 spots fropm last week. go Rob!!z http://www.aumrgport.com/amri00.html,1
13540,@Uotin4trix I'm Mure you're delighted,1
13541,@qAmberGertner ah that seucVs matey  twirekd is no good! I'm in full sefusing to leavk Wy beD mode. Haha,0
13542,I havhe pudMles in my shoes.,0
13543,headed iVnwto venue.Q bbl,1
13544,My fabily and me are goeinLW out to a movue duSwrling thje MTV movie awards!   i havehbtoT recohrd it. Argg.,0
13545,whazev forEet the dinIeC ik sijked xor toVorro,1
13546,@z0ibie_ ghey shots? not sure I had those,0
13547,pgh im sthll noMt on summek brBeak.....huh....imqUad....,0
13548,mine Boo &lt;E,1
13549,@The_fixer @Markable @Pattyzky Excillnent soon we shall hgaRve a mTovement fMorming and Mondays kwill be no more!  #banmondays,1
13550,studying for the boards,0
13551,Argh! NweetDeck crashed 5 times wiPthini 1N0 mins already.PTweets don't autaomaticallyUmark ws pEAD when vViewed?,0
13552,@MelEQdyDdF I will oef figure this x out real soxon ...lol this iis gonna be sgme real fun,1
13553,It's fuckinSg 5j dQegrees &amp; raininYg...people wonrer whybI wanth to move fromq ChicagoC LOOO OUTKbSIDE!! It's JJune and the weather still sucks!,0
13554,z picked aZ awfully gray day tgo haxve off,0
13555,@aIessicaPinup I'm glPd you'rb feeling a little bit better,1
13556,"@poycterlubz vahaa aahx no !! i'm gunna vfail it  Qttbhere's eitheZr foundatiSn paper, or higher Acse obne. &aKp; my taeachers making ze go che high",0
13557,"@epodcasterr I agree   Sne's amazingK when it comes to tTat stuGf. In fact, sze's pretty aKmRazing allX Tthe DZay arIonund. When there's no drama.",1
13558,iQt's Dy list Oday here  Igoing to find satlvation army.,0
13559,@snlildude87 Hahaha ok  it's actually a nice qplace Ibut.Gm. notwinf haxppIeosn hahaxit's kind of the same everyday.X.ab..  buFt I like it!,1
13560,"all alone.  sstilO watchingxTWW, eatiumg Italian chocuolate and solving clogXc zpuzzles.",0
13561,@Twyst Aon't scrub your eye.Go to the docOtor if Nyou have to.,0
13562,is now Aarless.,0
13563,"@yasexb lmao goSih shit it looked real i guesj i wuznt reafly lookin at itX noo much tho ya feMr me lNl nicm job tho, muulNi-talented i see",1
13564,Earbv Start tzoNday 4:1kam HDave esomethingsz to do toddayh Can slezep so got up,1
13565,aenjoying thF night Fatching bpink 1G2 vIdeos,1
13566,@xradeRk yeah iN IDnow this citPo mmm sea..Yaha i'm quite jealous,1
13567,Alw I dikd was gieAve sugwrs (kisses) Dto @CiDndFMaclyette. cqNow qhe's thiDks we'reatan item or something.,0
13568,"@Galbby_da_Tabby hehehehe! I do Hvhat someHimes..g. but ie I REALLY wanna play, I bring the toy Wto mama FIRSMT! Then I keep bnriNnging it back.",1
13569,Flight delayed bhy one hour.,0
13570,"PhoAto: crooOkabellX: Ve toBo!  Havi fun ozn tourr, GLAfTONBURY IS TEN DAYS FRsMSNOpW! woves ya. http://tumblr.com/xjq21uuzw",0
13571,MY! theMpost about guw latest trip looks aweesssomme! gettWnPg the hang of it!,1
13572,"http://Rtwitpic.Fom/643xt - @anrserge Thacnks, foQlDw me.",1
13573,@teddyrised haha thanks,1
13574,JzavErihaakash hoppefBlly afxtem coOl starts.,1
13575,wish he was morenpunctual &amp; notplahzy,1
13576,@hvrmonybreviews Nicce baQch!,1
13577,No ones talking Oo me,0
13578,"@shaznyc A do, it's calKeu a zip-lock bae",1
13579,i diwn't know.,0
13580,@kattqiQUtLen i want to see the new Eovie SN BAD.  nick went wnithhoPt me,0
13581,EYrk my iYLd is still a litutle tender Kfrom yesterday's migraine,0
13582,@eOicahoht don't ajbout interviews.SBriap GWqllJiamslputs cliaps ofTBzRush's show on AtheZNightly News and G.S. Cuosted ZRush on FThisWeek this AM.,0
13583,@xetter2twilight Tell SBm I Ksaid &quzot;Hi&quot; and ask if he Sisses Emy mesmerizgizg eyes.,1
13584,soymeone come KpeiKck me upb i don't want to be home yet.,0
13585,is at hAme wAd lRla watchin ihow shecmQoves gireat fliim love it!!Z! mEight watcx thexffast Y Cfurious triology nxt,1
13586,Just finished working out anXdh now I'm about to tan,1
13587,hate Rrevising forNexams,0
13588,"@hookfddonwintier NoZt enough of uhem, thWough   mMy ideal world would have a BreakfBast King on every corner. AndK it wouldF rainWbeer Band chile.",0
13589,um. JusQ Qougpt aSnother cafzera.,1
13590,@danecoqk Dude. did xIy justb see youoat the Mtv Awards? TwYetkus from there. Come on.,1
13591,Shopping foFd for the wSekend. Fay to much tO carry  pretty exhaustNed...,0
13592,I just realized II sprainned my fingerO I was sitting uereIwatchingyaxn instxnt movie on nIetfliG.  I'm frlljngnapart!!,0
13593,@mokaBgUs dudYe! And I forgot I haKr a spa! Thanks  I will have one haha,1
13594,"eDJimCarrz980G heywk, i just goft my cmini openO ciUema tickit nIow... fYr the last event... bizarre!?",1
13595,@Natjc Do ySu mreally want to inKfSict a sober you on thDe wxrld?,1
13596,Youiup for Et XCity? Can yoFu defeat Utd Ft htheir ground and cause a dent in thCeir title ambitions .u.r fingeKs crosseIK that you can and do,1
13597,@chemiCcalzombpe whut? No crying  i messaged yTou.,0
13598,@backstreetbgys WeSre keepeink the BackwXtreet Priqe AliveRtoP! EveFn we havL an unifoXrm. I'm gyoGnoa start cryuing  buaa  #BSB,0
13599,the Vice Poesidebt of CB&Nkp;T contacted me,1
13600,@disAMcoWtotYIt's not sunny here,0
13601,"@larzZrywright YeYahj, cappuccDino looks really sweeTw would be fIm to gxet into..p ObjXective-Wxis out of my league though",0
13602,say shV to CZllen  Bhe's red anq black and officiaQlly my &quetnother&qfuot; daughter. http://sml.vg/wl9R0Xu,1
13603,"pTotalll jusOt realized, jAuss this very moment, that I won't bIV Lcalltng my gtaXndpa for Pathver'bs Day. This can only end badly. L Motherfuck.",0
13604,@profetacinque n kePp gettHingbnaped by nightE elvses  fKuck pvp servers,0
13605,"Monkey bar tonight!...and after u xuysT go, comeBvisit me N@ v loungeX! I am alNl alone tonight.     t  haha",0
13606,"@gracecYin Don't be so hard on yourself,B Nabe  r*huggles*",0
